,article_date,article_title,article_content,article_url
187,2018-05-31,Universities struggle to offer crucial mental-health support to PhD students,5,http://blogs.nature.com/naturejobs/2018/05/31/the-struggle-to-offer-mental-health-services-to-phd-students/
188,2018-05-31,Away from home: Why your visa type matters,5,http://blogs.nature.com/indigenus/2018/05/away-from-home-why-your-visa-type-matters.html
189,2018-05-30,The story behind the story: Masques,5,http://blogs.nature.com/futureconditional/2018/05/30/the-story-behind-the-story-masques/
190,2018-05-29,Interactions: Conversation with Serhii Plokhy,4,http://blogs.nature.com/onyourwavelength/2018/05/29/interactions-conversation-with-serhii-plokhy/
191,2018-05-28,Some science and some serendipity,5,http://blogs.nature.com/naturejobs/2018/05/28/some-science-and-some-serendipity/
192,2018-05-25,More to science: working as a Research Funding Manager,5,http://blogs.nature.com/naturejobs/2018/05/25/working-as-a-research-funding-manager/
193,2018-05-24,Radio frequencies: The many lives of radio waves,8,http://blogs.nature.com/onyourwavelength/2018/05/24/radio-frequencies-the-many-lives-of-radio-waves/
194,2018-05-23,TechBlog: Tell-tale LIPSTIC reveals cell-cell interactions,3,http://blogs.nature.com/naturejobs/2018/05/23/techblog-tell-tale-lipstic-reveals-cell-cell-interactions/
195,2018-05-23,The story behind the story: DNA exchange,6,http://blogs.nature.com/futureconditional/2018/05/23/the-story-behind-the-story-dna-exchange/
196,2018-05-21,Terahertz: Entering applications,3,http://blogs.nature.com/onyourwavelength/2018/05/21/terahertz-entering-applications/
197,2018-05-21,Terahertz: Entering applications,3,http://blogs.nature.com/onyourwavelength/2018/05/21/terahertz-entering-applications/
198,2018-05-18,More to science: working as a Communities Manager,5,http://blogs.nature.com/naturejobs/2018/05/18/more-to-science-working-as-a-communities-manager/
199,2018-05-17,Mid-Infrared: the molecular fingerprint region,2,http://blogs.nature.com/onyourwavelength/2018/05/17/mid-infrared-the-molecular-fingerprint-region/
200,2018-05-16,The story behind the story: When Nain came to Shirin’s door,6,http://blogs.nature.com/futureconditional/2018/05/16/the-story-behind-the-story-when-nain-came-to-shirins-door/
201,2018-05-15,Why the history of science and medicine is important,5,http://blogs.nature.com/naturejobs/2018/05/15/why-the-history-of-science-and-medicine-is-important/
202,2018-05-14,Near-Infrared: A fact sheet,1,http://blogs.nature.com/onyourwavelength/2018/05/14/near-infrared-a-fact-sheet/
203,2018-05-11,More to science: working as a Science Policy Analyst,5,http://blogs.nature.com/naturejobs/2018/05/11/more-to-science-working-as-a-science-policy-analyst/
204,2018-05-11,Visible spectrum: On our wavelength,1,http://blogs.nature.com/onyourwavelength/2018/05/11/visible-spectrum-on-our-wavelength/
205,2018-05-09,"Plato, superheroes and a visit to the abattoir",3,http://blogs.nature.com/onyourwavelength/2018/05/09/plato-superheroes-and-a-visit-to-the-abattoir/
206,2018-05-08,First Rounders: John Maraganore,5,http://blogs.nature.com/tradesecrets/2018/05/08/first-rounders-john-maraganore
207,2018-05-08,First Rounders: John Maraganore,5,http://blogs.nature.com/tradesecrets/2018/05/08/first-rounders-john-maraganore
208,2018-05-07,Lattice light-sheet microscopy gets an AO upgrade,3,http://blogs.nature.com/naturejobs/2018/05/07/lattice-light-sheet-microscopy-gets-an-ao-upgrade/
209,2018-05-04,Science careers are careers that involve science,5,http://blogs.nature.com/naturejobs/2018/05/04/science-careers-are-careers-that-involve-science/
210,2018-05-03,"Podcast: Science, sickness and dyslexia",5,http://blogs.nature.com/naturejobs/2018/05/03/podcast-science-sickness-and-dyslexia/
211,2018-05-03,"X-rays : a tale of bones, molecules and mummies",3,http://blogs.nature.com/onyourwavelength/2018/05/03/x-rays-a-tale-of-bones-molecules-and-mummies/
212,2018-05-03,How do you draw the line between volunteer work and unpaid labour?,5,http://blogs.nature.com/naturejobs/2018/05/03/how-do-you-draw-the-line-between-volunteer-work-and-unpaid-labour/
213,2018-05-02,The story behind the story: Piano concerto for new hands,6,http://blogs.nature.com/futureconditional/2018/05/02/the-story-behind-the-story-piano-concerto-for-new-hands/
214,2018-05-01,Interactions: John Dudley on the International Day of Light,0,http://blogs.nature.com/onyourwavelength/2018/05/01/interactions-john-dudley-on-the-international-day-of-light/
215,2018-04-30,From academia to Silicon Valley — and back,3,http://blogs.nature.com/naturejobs/2018/04/30/from-academia-to-silicon-valley-and-back/
216,2018-04-27,How mentoring stopped me giving up,0,http://blogs.nature.com/naturejobs/2018/04/27/how-mentoring-stopped-me-giving-up/
217,2018-04-27,How mentoring stopped me giving up,0,http://blogs.nature.com/naturejobs/2018/04/27/how-mentoring-stopped-me-giving-up/
218,2018-04-27,"Sci-Fi-inspiration: complex carbon allotropes, molecular dynamics, the Avengers and predicting the strength of Thanos",0,http://blogs.nature.com/onyourwavelength/2018/04/27/sci-fi-inspiration-complex-carbon-allotropes-molecular-dynamics-the-avengers-and-predicting-the-strength-of-thanos/
219,2018-04-25,The story behind the story: My favourite sentience,6,http://blogs.nature.com/futureconditional/2018/04/25/the-story-behind-the-story-my-favourite-sentience/
220,2018-04-24,Time management: stressed science needs to slow down,5,http://blogs.nature.com/naturejobs/2018/04/24/time-management-stressed-science-needs-to-slow-down/
221,2018-04-23,Nature India Special Issue on ‘Grand Challenges’,9,http://blogs.nature.com/indigenus/2018/04/nature-india-special-issue-on-grand-challenges.html
222,2018-04-20,Last Diamonds: portraits of icebergs,1,http://blogs.nature.com/aviewfromthebridge/2018/04/20/last-diamonds/
223,2018-04-20,Nature India Annual Volume 2017 is out,9,http://blogs.nature.com/indigenus/2018/04/nature-india-annual-volume-2017-is-out.html
224,2018-04-18,The story behind the story: Wasteland of sand and ice,6,http://blogs.nature.com/futureconditional/2018/04/18/the-story-behind-the-story-wasteland-of-sand-and-ice/
225,2018-04-17,Reshaping the research landscape,5,http://blogs.nature.com/naturejobs/2018/04/17/reshaping-the-research-landscape/
226,2018-04-16,How to use your graduate school training to create a successful business without any investors,3,http://blogs.nature.com/naturejobs/2018/04/16/how-to-use-your-graduate-school-training-to-create-a-successful-business-without-any-investors/
227,2018-04-16,How to use your graduate school training to create a successful business without any investors,3,http://blogs.nature.com/naturejobs/2018/04/16/how-to-use-your-graduate-school-training-to-create-a-successful-business-without-any-investors/
228,2018-04-13,Postdoctoral fellowships in the US: top tips for international trainees,5,http://blogs.nature.com/naturejobs/2018/04/13/postdoctoral-fellowships-in-the-us-top-tips-for-international-trainees/
229,2018-04-11,The story behind the story: e-PLURIBUS,6,http://blogs.nature.com/futureconditional/2018/04/11/the-story-behind-the-story-e-pluribus/
230,2018-04-11,Put your email inbox on a low-spam diet,1,http://blogs.nature.com/naturejobs/2018/04/11/clean-your-email-inbox-with-a-low-spam-diet/
231,2018-04-11,Interactions: Ron Milo and the BioNumbers database,3,http://blogs.nature.com/onyourwavelength/2018/04/11/interactions-ron-milo-and-the-bionumbers-database-2/
232,2018-04-09,Gender inequality in the sciences: Why is it still with us?,5,http://blogs.nature.com/naturejobs/2018/04/09/gender-inequality-in-the-sciences-why-is-it-still-with-us/
233,2018-04-09,Interactions: Conversation with Jenny Hogan,2,http://blogs.nature.com/onyourwavelength/2018/04/09/interactions-conversation-with-jenny-hogan/
234,2018-04-06,Interactions: Conversation with Sabine Hossenfelder,0,http://blogs.nature.com/onyourwavelength/2018/04/06/interactions-conversation-with-sabine-hossenfelder/
235,2018-04-04,Podcast: How to be a consummate networker,3,http://blogs.nature.com/naturejobs/2018/04/04/podcast-how-to-be-a-consummate-networker/
236,2018-04-03,The cost of your biomedical research career,5,http://blogs.nature.com/naturejobs/2018/04/03/the-cost-of-your-biomedical-research-career/
237,2018-03-30,"Communicating your research: get it right, do it often. It really matters.",5,http://blogs.nature.com/naturejobs/2018/03/30/communicating-your-research-get-it-right-do-it-often-it-really-matters/
238,2018-03-29,New uses for everyday items: #ReviewForScience lab lessons from MacGyver,3,http://blogs.nature.com/naturejobs/2018/03/29/new-uses-for-everyday-items-reviewforscience-lab-lessons-from-macgyver/
239,2018-03-28,The story behind the story: Starless night,9,http://blogs.nature.com/futureconditional/2018/03/28/the-story-behind-the-story-starless-night/
240,2018-03-28,The story behind the story: Starless night,9,http://blogs.nature.com/futureconditional/2018/03/28/the-story-behind-the-story-starless-night/
241,2018-03-28,Taking the stage: #ScientistAtWork photo competition 2018,5,http://blogs.nature.com/naturejobs/2018/03/28/taking-the-stage-scientistatwork-photo-competition-2018/
242,2018-03-26,The autopilot postdoc,5,http://blogs.nature.com/naturejobs/2018/03/26/the-autopilot-postdoc/
243,2018-03-26,Interactions: Conversation with Adam Becker,6,http://blogs.nature.com/onyourwavelength/2018/03/26/interactions-conversation-with-adam-becker/
244,2018-03-23,Women in science: Building (and drawing) the right role models,1,http://blogs.nature.com/naturejobs/2018/03/23/women-in-science-building-and-drawing-the-right-role-models/
245,2018-03-23,How useful are your publications?,5,http://blogs.nature.com/naturejobs/2018/03/23/how-useful-are-your-publications/
246,2018-03-22,Fewer women lead top universities,5,http://blogs.nature.com/naturejobs/2018/03/22/fewer-women-helm-top-universities/
247,2018-03-22,Fewer women lead top universities,5,http://blogs.nature.com/naturejobs/2018/03/22/fewer-women-helm-top-universities/
248,2018-03-21,Interactions: Conversation with Philip Ball,3,http://blogs.nature.com/onyourwavelength/2018/03/21/interactions-conversation-with-philip-ball/
249,2018-03-21,The story behind the story: This big,6,http://blogs.nature.com/futureconditional/2018/03/21/the-story-behind-the-story-this-big/
250,2018-03-21,Be mindful of your safety in the lab,0,http://blogs.nature.com/naturejobs/2018/03/21/be-mindful-of-your-safety-in-the-lab/
251,2018-03-20,Entering the Ebola red zone: #ScientistAtWork photo competition 2018,6,http://blogs.nature.com/naturejobs/2018/03/20/entering-the-ebola-red-zone-scientistatwork-photo-competition-2018/
252,2018-03-20,Rumen microbial genomics resource,5,http://blogs.nature.com/tradesecrets/2018/03/20/rumen-microbial-genomics-resource
253,2018-03-19,Interactions: Juan Knaster,0,http://blogs.nature.com/onyourwavelength/2018/03/19/interactions-juan-knaster/
254,2018-03-19,Motivation: know thyself,3,http://blogs.nature.com/naturejobs/2018/03/19/motivation-know-thyself/
255,2018-03-16,"#ScientistAtWork: Snakes, bats and biodiversity attacks",9,http://blogs.nature.com/naturejobs/2018/03/16/scientistatwork-snakes-bats-and-biodiversity-attacks/
256,2018-03-14,The story behind the story: Data,3,http://blogs.nature.com/futureconditional/2018/03/14/the-story-behind-the-story-data/
257,2018-03-14,The story behind the story: Data,3,http://blogs.nature.com/futureconditional/2018/03/14/the-story-behind-the-story-data/
258,2018-03-14,Where are the female first and last authors?,6,http://blogs.nature.com/naturejobs/2018/03/14/where-are-the-female-first-and-last-authors/
259,2018-03-12,A term at the museum,3,http://blogs.nature.com/naturejobs/2018/03/12/a-term-at-the-museum/
260,2018-03-09,Lab conflict and how to address it,5,http://blogs.nature.com/naturejobs/2018/03/09/lab-conflict-and-how-to-address-it/
261,2018-03-08,Rozanna Meijboom on MRC/NIH partnerships in brain imaging research,5,http://blogs.nature.com/naturejobs/2018/03/08/rozanna-meijboom-partner-in-brain-imaging-research-award/
262,2018-03-08,Celebrating International Women’s Day 2018: A Naturejobs roundup,5,http://blogs.nature.com/naturejobs/2018/03/08/international-womens-day-a-roundup/
263,2018-03-08,The deck stacked against women in science,5,http://blogs.nature.com/aviewfromthebridge/2018/03/08/the-deck-women-in-science/
264,2018-03-07,International Women’s Day 2018 – supporting equity in the physical sciences,1,http://blogs.nature.com/ofschemesandmemes/2018/03/07/international-womens-day-2018-supporting-equity-in-the-physical-sciences
265,2018-03-07,The story behind the story: Writing for the end of the world,6,http://blogs.nature.com/futureconditional/2018/03/07/the-story-behind-the-story-writing-for-the-end-of-the-world/
266,2018-03-06,When conferences collide with family needs,3,http://blogs.nature.com/naturejobs/2018/03/06/when-conferences-collide-with-family-needs/
267,2018-03-06,When conferences collide with family needs,3,http://blogs.nature.com/naturejobs/2018/03/06/when-conferences-collide-with-family-needs/
268,2018-03-05,Behind the paper: Serendipitous encounters,3,http://blogs.nature.com/onyourwavelength/2018/03/05/behind-the-paper-serendipitous-encounters/
269,2018-03-05,"Looking for a lab to do your PhD? – If I had known, part I",5,http://blogs.nature.com/naturejobs/2018/03/05/looking-for-a-lab-to-do-your-phd-if-i-had-known-part-i/
270,2018-03-02,A year in the life: from the lab bench to the writing desk,3,http://blogs.nature.com/naturejobs/2018/03/02/a-year-in-the-life-from-the-lab-bench-to-the-writing-desk/
271,2018-03-01,Nature Reviews Physics is coming!,8,http://blogs.nature.com/onyourwavelength/2018/03/01/nature-reviews-physics-is-coming/
272,2018-03-01,Podcast: Stars of the yeast,3,http://blogs.nature.com/naturejobs/2018/03/01/podcast-stars-of-the-yeast/
273,2018-03-01,"The leaky pipeline: Thank putdowns, slights",5,http://blogs.nature.com/naturejobs/2018/03/01/the-leaky-pipeline-thank-putdowns-slights/
274,2018-02-28,Enter the Naturejobs #ScientistAtWork photo competition 2018,6,http://blogs.nature.com/naturejobs/2018/02/28/the-scientistatwork-photo-competition/
275,2018-02-28,African astronomy and how one student broke into the field,5,http://blogs.nature.com/naturejobs/2018/02/28/african-astronomy-and-how-one-student-broke-into-the-field/
276,2018-02-26,A student shaping the future of African astronomy,2,http://blogs.nature.com/naturejobs/2018/02/26/a-student-shaping-the-future-of-african-astronomy/
277,2018-02-26,A student shaping the future of African astronomy,2,http://blogs.nature.com/naturejobs/2018/02/26/a-student-shaping-the-future-of-african-astronomy/
278,2018-02-23,TechBlog: Software quality tests yield best practices,3,http://blogs.nature.com/naturejobs/2018/02/23/techblog-software-quality-tests-yield-best-practices/
279,2018-02-23,March for Science 2018 gears up,5,http://blogs.nature.com/naturejobs/2018/02/23/march-for-science-2018-gears-up/
280,2018-02-22,First Rounders: Jeffery Leiden,5,http://blogs.nature.com/tradesecrets/2018/02/22/first-rounders-jeffery-leiden
281,2018-02-21,Behind the paper: A bioengineering mission that led to a rendezvous with Anderson localization,0,http://blogs.nature.com/onyourwavelength/2018/02/21/behind-the-paper-a-bioengineering-mission-that-led-to-a-rendezvous-with-anderson-localization/
282,2018-02-21,The extra bits of a grant application: a cheat sheet,5,http://blogs.nature.com/naturejobs/2018/02/21/the-extra-bits-of-a-grant-application-a-cheat-sheet/
283,2018-02-21,The story behind the story: A rossum’s best friend,9,http://blogs.nature.com/futureconditional/2018/02/21/the-story-behind-the-story-a-rossums-best-friend/
284,2018-02-21,Isolation and alienation force female researchers out of US tech jobs,5,http://blogs.nature.com/naturejobs/2018/02/21/isolation-and-alienation-force-female-researchers-out-of-us-tech-jobs/
285,2018-02-20,Our pick of graphene papers from 2017,7,http://blogs.nature.com/ofschemesandmemes/2018/02/20/graphene-papers-2017
286,2018-02-16,Chinese New Year | 2018: Year of the Dog,5,http://blogs.nature.com/ofschemesandmemes/2018/02/16/chinese-new-year-2018-year-of-the-dog
287,2018-02-16,Chinese New Year | 2018: Year of the Dog,5,http://blogs.nature.com/ofschemesandmemes/2018/02/16/chinese-new-year-2018-year-of-the-dog
288,2018-02-14,The story behind the story: Decoy,6,http://blogs.nature.com/futureconditional/2018/02/14/the-story-behind-the-story-decoy/
289,2018-02-14,Como Se Dice “DNA”?,5,http://blogs.nature.com/naturejobs/2018/02/14/como-se-dice-dna/
290,2018-02-12,The long and winding road for training scientists to engage the general public,5,http://blogs.nature.com/naturejobs/2018/02/12/the-long-and-winding-road-for-training-scientists-to-engage-the-general-public/
291,2018-02-12,TechBlog: eLife replaces commenting system with Hypothesis annotations,2,http://blogs.nature.com/naturejobs/2018/02/12/techblog-elife-replaces-commenting-system-with-hypothesis-annotations/
292,2018-02-09,How to get the best out of a conference: five tips,3,http://blogs.nature.com/naturejobs/2018/02/09/how-to-get-the-best-out-of-a-conference-five-tips/
293,2018-02-08,The Developing World Needs GMOs,5,http://blogs.nature.com/tradesecrets/2018/02/08/the-developing-world-needs-gmos
294,2018-02-07,STEM jobs and gender stereotyping pictured at Davos,5,http://blogs.nature.com/naturejobs/2018/02/07/stem-jobs-and-gender-stereotyping-pictured-at-davos/
295,2018-02-07,The story behind the story: These 5 books go 6 feet deep,6,http://blogs.nature.com/futureconditional/2018/02/07/the-story-behind-the-story-these-5-books-go-6-feet-deep/
296,2018-02-07,Pollution woes: Is methanol a solution?,7,http://blogs.nature.com/indigenus/2018/02/pollution-woes-is-methanol-a-solution.html
297,2018-02-07,Pollution woes: Is methanol a solution?,7,http://blogs.nature.com/indigenus/2018/02/pollution-woes-is-methanol-a-solution.html
298,2018-02-06,Interactions: Conversation with Ben Still,1,http://blogs.nature.com/onyourwavelength/2018/02/06/interactions-conversation-with-ben-still/
299,2018-02-05,Turning science and technology into a priority in Brazil,2,http://blogs.nature.com/tradesecrets/2018/02/05/turning-science-and-technology-into-a-priority-in-brazil
300,2018-02-01,"Podcast: Family life, career life: making it work",5,http://blogs.nature.com/naturejobs/2018/02/01/podcast-family-life-career-life-making-it-work/
301,2018-02-01,Some resources and tools related to noncoding RNAs,5,http://blogs.nature.com/methagora/2018/02/some-resources-and-tools-related-to-noncoding-rnas.html
302,2018-01-31,Postdoctoral training in Sweden: too short to grow,5,http://blogs.nature.com/naturejobs/2018/01/31/postdoctoral-training-in-sweden-too-short-to-grow/
303,2018-01-31,Adventures in New York and beyond: lab visits at the Advanced Science Research Center and Princeton,3,http://blogs.nature.com/onyourwavelength/2018/01/31/adventures-in-new-york-and-beyond-lab-visits-in-cuny-asrc-and-princeton/
304,2018-01-31,The story behind the story: Seven point two,6,http://blogs.nature.com/futureconditional/2018/01/31/the-story-behind-the-story-seven-point-two/
305,2018-01-31,Linking the scientific and patent literatures,4,http://blogs.nature.com/tradesecrets/2018/01/31/linking-the-scientific-and-patent-literatures
306,2018-01-26,Dummy no more: When to accept you’re no longer a beginner,3,http://blogs.nature.com/naturejobs/2018/01/26/dummy-no-more-when-to-accept-youre-no-longer-a-beginner/
307,2018-01-26,Dummy no more: When to accept you’re no longer a beginner,3,http://blogs.nature.com/naturejobs/2018/01/26/dummy-no-more-when-to-accept-youre-no-longer-a-beginner/
308,2018-01-25,More or more diverse?,8,http://blogs.nature.com/onyourwavelength/2018/01/25/moreormorediverse/
309,2018-01-25,"Gottlieb on pricing, competition and new therapeutic modalities",5,http://blogs.nature.com/tradesecrets/2018/01/25/gottlieb-on-pricing-competition-and-new-therapeutic-modalities
310,2018-01-24,The story behind the story: Clocking out,9,http://blogs.nature.com/futureconditional/2018/01/24/the-story-behind-the-story-clocking-out/
311,2018-01-24,Is conference Twitter a good thing?,5,http://blogs.nature.com/naturejobs/2018/01/24/is-conference-twitter-a-good-thing/
312,2018-01-24,"Rescued pets from field sites, plus other scientific career tales on video",8,http://blogs.nature.com/naturejobs/2018/01/24/rescued-pets-from-field-sites-plus-other-scientific-career-tales-on-video/
313,2018-01-24,TechBlog: ‘Carbon rainbow’ enables highly multiplexed microscopy,1,http://blogs.nature.com/naturejobs/2018/01/24/techblog-carbon-rainbow-enables-highly-multiplexed-microscopy/
314,2018-01-24,Open data lessons from an astronomical atlas,3,http://blogs.nature.com/naturejobs/2018/01/24/open-data-lessons-from-an-astronomical-atlas/
315,2018-01-22,Building a Scientific Community – DIY for Young PIs,5,http://blogs.nature.com/naturejobs/2018/01/22/building-a-scientific-community-diy-for-young-pis/
316,2018-01-18,Synthetic Vaccines,7,http://blogs.nature.com/tradesecrets/2018/01/18/synthetic-vaccines
317,2018-01-18,Synthetic Vaccines,7,http://blogs.nature.com/tradesecrets/2018/01/18/synthetic-vaccines
318,2018-01-17,The story behind the story: Chocolate chicken cheesecake,9,http://blogs.nature.com/futureconditional/2018/01/17/the-story-behind-the-story-chocolate-chicken-cheesecake/
319,2018-01-16,The top CRISPR papers of 2017,3,http://blogs.nature.com/ofschemesandmemes/2018/01/16/our-10-most-popular-crispr-papers-of-2017
320,2018-01-15,Still more gender differences are identified,5,http://blogs.nature.com/naturejobs/2018/01/15/still-more-gender-differences-are-identified/
321,2018-01-10,The story behind the story: A street but half made up,6,http://blogs.nature.com/futureconditional/2018/01/10/the-story-behind-the-story-a-street-but-half-made-up/
322,2018-01-10,Cristina Lo Celso: Career-changing encounters,5,http://blogs.nature.com/naturejobs/2018/01/10/cristina-lo-celso-career-changing-encounters/
323,2018-01-08,Why Every Life Science CEO Needs a Leadership Coach,5,http://blogs.nature.com/tradesecrets/2018/01/08/why-every-life-science-ceo-needs-a-leadership-coach
324,2018-01-05,Biophysics: These are the voyages of a biologist in the physics galaxy,3,http://blogs.nature.com/onyourwavelength/2018/01/05/biophysics-these-are-the-voyages-of-a-biologist-in-the-physics-galaxy/
325,2018-01-05,"US postdocs need more support from their institutions, says advocacy group",5,http://blogs.nature.com/naturejobs/2018/01/05/us-postdocs-need-more-support-from-their-institutions-report-says/
326,2018-01-03,"The story behind the story: Universal Parking, Inc.",5,http://blogs.nature.com/futureconditional/2018/01/03/the-story-behind-the-story-universal-parking-inc/
327,2018-01-03,"The story behind the story: Universal Parking, Inc.",5,http://blogs.nature.com/futureconditional/2018/01/03/the-story-behind-the-story-universal-parking-inc/
328,2018-01-03,Naturejobs podcast: A fresh start,5,http://blogs.nature.com/naturejobs/2018/01/03/naturejobs-podcast-a-fresh-start/
329,2017-12-31,Announcing winners of NI Photo Contest 2017,9,http://blogs.nature.com/indigenus/2017/12/announcing-winners-of-ni-photo-contest-2017.html
330,2017-12-27,Different niches in the open data ecosystem,5,http://blogs.nature.com/naturejobs/2017/12/27/different-niches-in-the-open-data-ecosystem/
331,2017-12-27,Cool physics images 2017,6,http://blogs.nature.com/onyourwavelength/2017/12/27/cool-physics-images-2017/
332,2017-12-22,"Fake snot, bogus blood, no jokes: Science communication to kids made simple",5,http://blogs.nature.com/naturejobs/2017/12/22/fake-snot-bogus-blood-no-jokes-science-communication-to-kids-made-simple/
333,2017-12-22,TechBlog: eMAGE extends the gene-editing toolkit,5,http://blogs.nature.com/naturejobs/2017/12/22/techblog-emage-extends-gene-editing-toolkit/
334,2017-12-22,The Survival of Erich Jarvis,5,http://blogs.nature.com/tradesecrets/2017/12/22/the-survival-of-erich-jarvis
335,2017-12-21,Are you aware of gender bias in peer review?,8,http://blogs.nature.com/ofschemesandmemes/2017/12/21/are-you-aware-of-gender-bias-in-peer-review
336,2017-12-21,NI Photo Contest 2017: Finalist #10,9,http://blogs.nature.com/indigenus/2017/12/ni-photo-contest-2017-finalist-10.html
337,2017-12-21,NI Photo Contest 2017: Finalist #10,9,http://blogs.nature.com/indigenus/2017/12/ni-photo-contest-2017-finalist-10.html
338,2017-12-21,NI Photo Contest 2017: Finalist #9,9,http://blogs.nature.com/indigenus/2017/12/ni-photo-contest-2017-finalist-9.html
339,2017-12-21,NI Photo Contest 2017: Finalist #8,9,http://blogs.nature.com/indigenus/2017/12/ni-photo-contest-2017-finalist-8.html
340,2017-12-20,Behind the paper: Quantum simulators at their best,2,http://blogs.nature.com/onyourwavelength/2017/12/20/behind-the-paper-quantum-simulators-at-their-best/
341,2017-12-20,The story behind the story: The coupon,6,http://blogs.nature.com/futureconditional/2017/12/20/the-story-behind-the-story-the-coupon/
342,2017-12-20,Illustrated books of 2017: the magnificent eight,7,http://blogs.nature.com/aviewfromthebridge/2017/12/20/illustrated-books-of-2017/
343,2017-12-20,NI Photo Contest 2017: Finalist #7,9,http://blogs.nature.com/indigenus/2017/12/ni-photo-contest-2017-finalist-7.html
344,2017-12-20,NI Photo Contest 2017: Finalist #6,9,http://blogs.nature.com/indigenus/2017/12/ni-photo-contest-finalist-6-2.html
345,2017-12-20,NI Photo Contest 2017: Finalist #5,9,http://blogs.nature.com/indigenus/2017/12/ni-photo-contest-finalist-5-2.html
346,2017-12-20,Know the odds,5,http://blogs.nature.com/naturejobs/2017/12/20/know-the-odds/
347,2017-12-20,Know the odds,5,http://blogs.nature.com/naturejobs/2017/12/20/know-the-odds/
348,2017-12-19,NI Photo Contest 2017: Finalist # 3,9,http://blogs.nature.com/indigenus/2017/12/ni-photo-contest-2017-finalist-3.html
349,2017-12-19,NI Photo Contest 2017: Finalist # 2,9,http://blogs.nature.com/indigenus/2017/12/ni-photo-contest-2017-finalist-2.html
350,2017-12-19,NI Photo Contest 2017: Finalist #1,9,http://blogs.nature.com/indigenus/2017/12/ni-photo-contest-2017-finalist-1.html
351,2017-12-19,Tackling the #manel problem,5,http://blogs.nature.com/naturejobs/2017/12/19/tackling-the-manel-problem/
352,2017-12-19,India’s DNA fingerprinting hero through the eyes of a life-long mentee,1,http://blogs.nature.com/indigenus/2017/12/indias-dna-fingerprinting-hero-from-the-eyes-of-a-life-long-mentee.html
353,2017-12-19,First rounders: Susan Windham-Bannister,8,http://blogs.nature.com/tradesecrets/2017/12/19/first-rounders-susan-windham-bannister
354,2017-12-18,Naturejobs podcast: Meaningful mentoring,5,http://blogs.nature.com/naturejobs/2017/12/18/naturejobs-podcast-meaningful-mentoring/
355,2017-12-18,Top 20 books: discovering worlds,7,http://blogs.nature.com/aviewfromthebridge/2017/12/18/top-20-books-discovering-worlds/
356,2017-12-17,The shortest route to strychnine,3,http://blogs.nature.com/thescepticalchymist/2017/12/the-shortest-route-to-strychnine.html
357,2017-12-17,The shortest route to strychnine,3,http://blogs.nature.com/thescepticalchymist/2017/12/the-shortest-route-to-strychnine.html
358,2017-12-15,Bricks + Mortals: mapping the racist roots of science,1,http://blogs.nature.com/aviewfromthebridge/2017/12/15/bricks-mortals/
359,2017-12-15,A culture of kindness: overcoming bullying,3,http://blogs.nature.com/naturejobs/2017/12/15/a-culture-of-kindness-overcoming-bullying/
360,2017-12-13,The story behind the story: Fifteen minutes,6,http://blogs.nature.com/futureconditional/2017/12/13/the-story-behind-the-story-fifteen-minutes/
361,2017-12-13,Scientist At Work: Striking in its grandeur,9,http://blogs.nature.com/naturejobs/2017/12/13/scientist-at-work-striking-in-its-grandeur/
362,2017-12-12,"Author’s Corner: Open data, open review and open dialogue in making social sciences plausible",5,http://blogs.nature.com/scientificdata/2017/12/12/authors-corner-open-data-open-review-and-open-dialogue-in-making-social-sciences-plausible/
363,2017-12-12,"The Great Pyramid’s void, deadly heat and more: the most popular science stories of 2017",1,http://blogs.nature.com/ofschemesandmemes/2017/12/12/the-great-pyramids-void-deadly-heat-and-more-the-most-popular-science-stories-of-2017
364,2017-12-11,The urgent need to recognize and value academic labor,5,http://blogs.nature.com/naturejobs/2017/12/11/the-urgent-need-to-recognize-and-value-academic-labor/
365,2017-12-08,Changes to the U.S. tax code will harm graduate student mobility and career prospects,5,http://blogs.nature.com/naturejobs/2017/12/08/changes-to-the-u-s-tax-code-will-harm-graduate-student-mobility-and-career-prospects/
366,2017-12-06,The story behind the story: Please consider my science-fiction story,0,http://blogs.nature.com/futureconditional/2017/12/06/the-story-behind-the-story-please-consider-my-science-fiction-story/
367,2017-12-06,The story behind the story: Please consider my science-fiction story,0,http://blogs.nature.com/futureconditional/2017/12/06/the-story-behind-the-story-please-consider-my-science-fiction-story/
368,2017-12-06,The 30-year-old snowman,0,http://blogs.nature.com/aviewfromthebridge/2017/12/06/the-30-year-old-snowman/
369,2017-12-06,Joining a new college: prepare your superpowers,5,http://blogs.nature.com/naturejobs/2017/12/06/joining-a-new-college-prepare-your-superpowers/
370,2017-12-04,TechBlog: New tools track article buzz online,5,http://blogs.nature.com/naturejobs/2017/12/04/techblog-new-tools-track-article-buzz-online/
371,2017-12-01,TechBlog: Augmented reality makes protein structures appear,3,http://blogs.nature.com/naturejobs/2017/12/01/techblog-augmented-reality-makes-protein-structures-appear/
372,2017-11-29,"Confused: review, Review or review?",8,http://blogs.nature.com/onyourwavelength/2017/11/29/confused-review-review-or-review/
373,2017-11-29,Powerlifting to a PhD,5,http://blogs.nature.com/naturejobs/2017/11/29/powerlifting-to-a-phd/
